timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,Latency
1449854796148,1909,Create Site,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,236682,1,1,0
1449854805194,1636,Go to Site Document Library,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,194569,1,1,0
1449854808996,1131,Upload Document to Site,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,203258,1,1,0
1449854813314,2339,Go to Document Details Page,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,208190,1,1,0
1449854819310,381,Download document,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,261928,1,1,0
1449854823040,195,Delete document,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,261928,1,1,0
1449854831492,152,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,194619,1,1,0
1449854835047,1727,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234777,1,1,0
1449854827309,1879,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,429396,1,1,0
1449854839701,60,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234777,1,1,0
1449854842792,86,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449854836853,146,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469738,1,1,0
1449854845902,57,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449854848924,83,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449854842959,140,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469922,1,1,0
1449854852971,58,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449854856699,87,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449854849087,145,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469922,1,1,0
1449854859647,57,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449854864051,87,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449854856867,144,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469922,1,1,0
1449854864223,187,Log out,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,275249,1,1,0
1449854871909,4,Print Deleting Sites,200,OK,Delete Sites 4-1,text,true,0,1,1,0
1449854871917,110,Log in,200,OK,Delete Sites 4-1,text,true,57054,1,1,27
1449854872028,375,Delete Site,200,"Number of samples in transaction : 1, number of failing samples : 0",Delete Sites 4-1,,true,376,1,1,0
1449854872404,389,Empty User Trashcan,200,"Number of samples in transaction : 7, number of failing samples : 0",Delete Sites 4-1,,true,93719,1,1,0
1449854872799,13,Log out,401,Unauthorized,Delete Sites 4-1,,true,306,1,1,13
1449854872827,4,Print Deleting Users,200,OK,Delete Users 5-1,text,true,0,1,1,0
1449854872834,115,Log in,200,OK,Delete Users 5-1,text,true,57626,1,1,30
1449854872949,45,Admin Console,200,OK,Delete Users 5-1,text,true,74523,1,1,42
1449854872998,5,authentication,200,OK,Delete Users 5-1,text,true,371,1,1,5
1449854873005,23,check-user-exists,200,OK,Delete Users 5-1,text,true,1052,1,1,22
1449854873030,189,Delete User,200,OK,Delete Users 5-1,text,true,328,1,1,189
1449854873220,11,Log out,401,Unauthorized,Delete Users 5-1,,true,306,1,1,11
1449854873239,4,Print Test Finished,200,OK,Test completed 6-1,text,true,0,1,1,0
1449855114929,16,Print Test Started,200,OK,Test Started 1-1,text,true,0,1,1,0
1449855115078,4,Print Creating Users,200,OK,Create Users 2-1,text,true,0,1,1,0
1449855115246,253,Log in,200,OK,Create Users 2-1,text,true,57626,1,1,157
1449855115505,53,Admin Console,200,OK,Create Users 2-1,text,true,74523,1,1,52
1449855115567,6,authentication,200,OK,Create Users 2-1,text,true,371,1,1,6
1449855115577,20,Search For User,200,OK,Create Users 2-1,text,true,348,1,1,20
1449855115601,149,Create User,200,OK,Create Users 2-1,text,true,1027,1,1,149
1449855135757,1,Log out,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.101.231:8080 failed to respond,Create Users 2-1,text,false,2163,1,1,0
1449855141657,6,Print Test Loops Info,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,0,1,1,0
1449855141664,2146,Log in,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,123546,1,1,0
1449855146901,1974,Create Site,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,236682,1,1,0
1449855154952,1387,Go to Site Document Library,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,194569,1,1,0
1449855159762,916,Upload Document to Site,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,203358,1,1,0
1449855163611,1574,Go to Document Details Page,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,213443,1,1,0
1449855168686,162,Download document,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,261928,1,1,0
1449855171760,200,Delete document,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,261928,1,1,0
1449855180461,149,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,194599,1,1,0
1449855183036,1774,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234777,1,1,0
1449855176137,1923,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,429376,1,1,0
1449855187651,65,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234777,1,1,0
1449855190996,91,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449855184893,156,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469738,1,1,0
1449855195377,54,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449855198440,94,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449855191171,148,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469922,1,1,0
1449855202076,58,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449855204605,84,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449855198615,142,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469922,1,1,0
1449855207666,56,Live Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449855211016,84,Faceted Search,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,234961,1,1,0
1449855204769,140,Transaction Controller,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,469922,1,1,0
1449855211180,201,Log out,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,275249,1,1,0
1449855216611,4,Print Deleting Sites,200,OK,Delete Sites 4-1,text,true,0,1,1,0
1449855216621,111,Log in,200,OK,Delete Sites 4-1,text,true,57054,1,1,28
1449855216733,391,Delete Site,200,"Number of samples in transaction : 1, number of failing samples : 0",Delete Sites 4-1,,true,376,1,1,0
1449855217125,384,Empty User Trashcan,200,"Number of samples in transaction : 7, number of failing samples : 0",Delete Sites 4-1,,true,93719,1,1,0
1449855217515,12,Log out,401,Unauthorized,Delete Sites 4-1,,true,306,1,1,12
1449855217541,4,Print Deleting Users,200,OK,Delete Users 5-1,text,true,0,1,1,0
1449855217548,120,Log in,200,OK,Delete Users 5-1,text,true,57626,1,1,32
1449855217669,46,Admin Console,200,OK,Delete Users 5-1,text,true,74523,1,1,44
1449855217717,5,authentication,200,OK,Delete Users 5-1,text,true,371,1,1,5
1449855217725,25,check-user-exists,200,OK,Delete Users 5-1,text,true,1052,1,1,25
1449855217752,181,Delete User,200,OK,Delete Users 5-1,text,true,328,1,1,181
1449855217934,13,Log out,401,Unauthorized,Delete Users 5-1,,true,306,1,1,13
1449855217957,4,Print Test Finished,200,OK,Test completed 6-1,text,true,0,1,1,0
1450097435420,15,Print Test Started,200,OK,Test Started 1-1,text,true,0,1,1,0
1450097435580,4,Print Creating Users,200,OK,Create Users 2-1,text,true,0,1,1,0
1450097435817,297,Log in,200,OK,Create Users 2-1,text,true,57626,1,1,183
1450097436120,55,Admin Console,200,OK,Create Users 2-1,text,true,74523,1,1,54
1450097436183,7,authentication,200,OK,Create Users 2-1,text,true,371,1,1,7
1450097436194,127,Search For User,200,OK,Create Users 2-1,text,true,348,1,1,127
1450097436325,14,Create User,409,Conflict,Create Users 2-1,text,false,738,1,1,14
1450097436341,18,Search For User,200,OK,Create Users 2-1,text,true,348,1,1,18
1450097436363,9,Create User,409,Conflict,Create Users 2-1,text,false,738,1,1,9
1450097436374,14,Search For User,200,OK,Create Users 2-1,text,true,348,1,1,14
1450097436391,10,Create User,409,Conflict,Create Users 2-1,text,false,738,1,1,10
1450097456407,1,Log out,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.101.234:8080 failed to respond,Create Users 2-1,text,false,2163,1,1,0
1450097461429,5,Print Test Loops Info,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,0,2,2,0
1450097464774,7,Print Test Loops Info,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-2,text,true,0,3,3,0
1450097461436,3010,Log in,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,123546,3,3,0
1450097468047,4,Print Test Loops Info,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-3,text,true,0,3,3,0
1450097464782,1808,Log in,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-2,,true,124373,3,3,0
1450097468052,1811,Log in,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-3,,true,124373,3,3,0
1450097467016,2216,Create Site,200,"Number of samples in transaction : 2, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,236682,3,3,0
1450097475333,1556,Go to Site Document Library,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,194569,3,3,0
1450097480243,1170,Upload Document to Site,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,203280,3,3,0
1450097484990,2749,Go to Document Details Page,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,208190,3,3,0
1450097491221,289,Download document,200,"Number of samples in transaction : 1, number of failing samples : 0",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,261928,3,3,0
1450097495533,13,Delete document,500,"Number of samples in transaction : 1, number of failing samples : 1",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,false,1602,3,3,0
1450097502024,7,Live Search,500,"sun.org.mozilla.javascript.internal.WrappedException: Wrapped org.openqa.selenium.NoSuchWindowException: Window not found. The browser window may have been closed.
Command duration or timeout: 5 milliseconds
Build info: version: '2.46.0', revision: '61506a4624b13675f24581e453592342b7485d71', time: '2015-06-04 10:22:50'
System info: host: 'LuisMacBookPro.lan', ip: '192.168.1.132', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.10.5', java.version: '1.7.0_25'
*** Element info: {Using=id, value=HEADER_SEARCHBOX_FORM_FIELD}
Session ID: ec26ddb2-7dc3-994c-be4e-b08d98ff2606
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities [{platform=MAC, acceptSslCerts=true, javascriptEnabled=true, cssSelectorsEnabled=true, databaseEnabled=true, browserName=firefox, handlesAlerts=true, nativeEvents=false, webStorageEnabled=true, rotatable=false, locationContextEnabled=true, applicationCacheEnabled=true, takesScreenshot=true, version=42.0}] (<Unknown source>#9) in <Unknown source> at line number 9",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,false,1572,3,3,0
1450097505117,11,Faceted Search,500,"sun.org.mozilla.javascript.internal.WrappedException: Wrapped org.openqa.selenium.NoSuchWindowException: Window not found. The browser window may have been closed.
Command duration or timeout: 10 milliseconds
Build info: version: '2.46.0', revision: '61506a4624b13675f24581e453592342b7485d71', time: '2015-06-04 10:22:50'
System info: host: 'LuisMacBookPro.lan', ip: '192.168.1.132', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.10.5', java.version: '1.7.0_25'
*** Element info: {Using=id, value=HEADER_SEARCHBOX_FORM_FIELD}
Session ID: ec26ddb2-7dc3-994c-be4e-b08d98ff2606
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities [{platform=MAC, acceptSslCerts=true, javascriptEnabled=true, cssSelectorsEnabled=true, databaseEnabled=true, browserName=firefox, handlesAlerts=true, nativeEvents=false, webStorageEnabled=true, rotatable=false, locationContextEnabled=true, applicationCacheEnabled=true, takesScreenshot=true, version=42.0}] (<Unknown source>#8) in <Unknown source> at line number 8",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,false,1573,3,3,0
1450097498966,18,Transaction Controller,,"Number of samples in transaction : 2, number of failing samples : 2",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,false,3145,3,3,0
1450097507649,8,Live Search,500,"sun.org.mozilla.javascript.internal.WrappedException: Wrapped org.openqa.selenium.NoSuchWindowException: Window not found. The browser window may have been closed.
Command duration or timeout: 7 milliseconds
Build info: version: '2.46.0', revision: '61506a4624b13675f24581e453592342b7485d71', time: '2015-06-04 10:22:50'
System info: host: 'LuisMacBookPro.lan', ip: '192.168.1.132', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.10.5', java.version: '1.7.0_25'
*** Element info: {Using=id, value=HEADER_SEARCHBOX_FORM_FIELD}
Session ID: ec26ddb2-7dc3-994c-be4e-b08d98ff2606
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities [{platform=MAC, acceptSslCerts=true, javascriptEnabled=true, cssSelectorsEnabled=true, databaseEnabled=true, browserName=firefox, handlesAlerts=true, nativeEvents=false, webStorageEnabled=true, rotatable=false, locationContextEnabled=true, applicationCacheEnabled=true, takesScreenshot=true, version=42.0}] (<Unknown source>#9) in <Unknown source> at line number 9",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,false,1572,3,3,0
1450097511201,12,Faceted Search,500,"sun.org.mozilla.javascript.internal.WrappedException: Wrapped org.openqa.selenium.NoSuchWindowException: Window not found. The browser window may have been closed.
Command duration or timeout: 11 milliseconds
Build info: version: '2.46.0', revision: '61506a4624b13675f24581e453592342b7485d71', time: '2015-06-04 10:22:50'
System info: host: 'LuisMacBookPro.lan', ip: '192.168.1.132', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.10.5', java.version: '1.7.0_25'
*** Element info: {Using=id, value=HEADER_SEARCHBOX_FORM_FIELD}
Session ID: ec26ddb2-7dc3-994c-be4e-b08d98ff2606
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities [{platform=MAC, acceptSslCerts=true, javascriptEnabled=true, cssSelectorsEnabled=true, databaseEnabled=true, browserName=firefox, handlesAlerts=true, nativeEvents=false, webStorageEnabled=true, rotatable=false, locationContextEnabled=true, applicationCacheEnabled=true, takesScreenshot=true, version=42.0}] (<Unknown source>#8) in <Unknown source> at line number 8",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,false,1573,3,3,0
14500975
